output_collector_flowrate__l_m_,output_1_Line1_flowrate__l_m_,output_1_Line1_pressure__kPa_,output_1_Line1_power__W_,output_1_Line2_flowrate__l_m_,output_1_Line2_pressure__kPa_,output_1_Line2_power__W_,output_1_Line3_flowrate__l_m_,output_1_Line3_pressure__kPa_,output_1_Line3_power__W_,output_1_Line4_flowrate__l_m_,output_1_Line4_pressure__kPa_,output_1_Line4_power__W_,output_2_Line5_flowrate__l_m_,output_2_Line5_pressure__kPa_,output_2_Line5_power__W_,output_2_Line6_flowrate__l_m_,output_2_Line6_pressure__kPa_,output_2_Line6_power__W_,output_2_Line7_flowrate__l_m_,output_2_Line7_pressure__kPa_,output_2_Line7_power__W_,output_2_Line8_flowrate__l_m_,output_2_Line8_pressure__kPa_,output_2_Line8_power__W_,output_2_Line9_flowrate__l_m_,output_2_Line9_pressure__kPa_,output_2_Line9_power__W_,output_2_Line10_flowrate__l_m_,output_2_Line10_pressure__kPa_,output_2_Line10_power__W_,output_3_Line11_flowrate__l_m_,output_3_Line11_pressure__kPa_,output_3_Line11_power__W_,output_3_Line12_flowrate__l_m_,output_3_Line12_pressure__kPa_,output_3_Line12_power__W_,output_3_Line13_flowrate__l_m_,output_3_Line13_pressure__kPa_,output_3_Line13_power__W_,output_3_Line14_flowrate__l_m_,output_3_Line14_pressure__kPa_,output_3_Line14_power__W_,output_4_Line15_flowrate__l_m_,output_4_Line15_pressure__kPa_,output_4_Line15_power__W_,output_4_Line16_flowrate__l_m_,output_4_Line16_pressure__kPa_,output_4_Line16_power__W_,output_4_Line17_flowrate__l_m_,output_4_Line17_pressure__kPa_,output_4_Line17_power__W_,output_4_Line18_flowrate__l_m_,output_4_Line18_pressure__kPa_,output_4_Line18_power__W_,output_4_Line19_flowrate__l_m_,output_4_Line19_pressure__kPa_,output_4_Line19_power__W_,output_5_Line20_flowrate__l_m_,output_5_Line20_pressure__kPa_,output_5_Line20_power__W_,output_5_Line21_flowrate__l_m_,output_5_Line21_pressure__kPa_,output_5_Line21_power__W_,output_5_Line22_flowrate__l_m_,output_5_Line22_pressure__kPa_,output_5_Line22_power__W_,output_5_Line23_flowrate__l_m_,output_5_Line23_pressure__kPa_,output_5_Line23_power__W_,output_5_Line24_flowrate__l_m_,output_5_Line24_pressure__kPa_,output_5_Line24_power__W_,output_5_Lin25_flowrate__l_m_,output_5_Lin25_pressure__kPa_,output_5_Lin25_power__W_,output_5_Line26_flowrate__l_m_,output_5_Line26_pressure__kPa_,output_5_Line26_power__W_,output_6_Line27_flowrate__l_m_,output_6_Line27_pressure__kPa_,output_6_Line27_power__W_,output_6_Line28_flowrate__l_m_,output_6_Line28_pressure__kPa_,output_6_Line28_power__W_,output_6_Line29_flowrate__l_m_,output_6_Line29_pressure__kPa_,output_6_Line29_power__W_,output_6_Line30_flowrate__l_m_,output_6_Line30_pressure__kPa_,output_6_Line30_power__W_,output_7_Line31_flowrate__l_m_,output_7_Line31_pressure__kPa_,output_7_Line31_power__W_,output_7_Line32_flowrate__l_m_,output_7_Line32_pressure__kPa_,output_7_Line32_power__W_,output_7_Line33_flowrate__l_m_,output_7_Line33_pressure__kPa_,output_7_Line33_power__W_,output_7_Line34_flowrate__l_m_,output_7_Line34_pressure__kPa_,output_7_Line34_power__W_,output_7_Line35_flowrate__l_m_,output_7_Line35_pressure__kPa_,output_7_Line35_power__W_,output_7_Line36_flowrate__l_m_,output_7_Line36_pressure__kPa_,output_7_Line36_power__W_,output_8_Line37_flowrate__l_m_,output_8_Line37_pressure__kPa_,output_8_Line37_power__W_,output_8_Line38_flowrate__l_m_,output_8_Line38_pressure__kPa_,output_8_Line38_power__W_,output_8_Line39_flowrate__l_m_,output_8_Line39_pressure__kPa_,output_8_Line39_power__W_,output_8_Line40_flowrate__l_m_,output_8_Line40_pressure__kPa_,output_8_Line40_power__W_
871.450865703108,22.934588611826,383.785232986709,-400.421779527144,26.5782541629404,384.460937171771,-428.509935805976,33.4396360677095,385.854133185527,-477.089964835031,36.9578451750567,385.588098673786,-480.659100824391,51.4466549219539,391.228161796665,-534.295312250239,37.7859393269955,389.226043907285,-435.898469230414,-8.6005320203152,385.262248975802,-331.322386171247,15.6362472055994,386.467164363484,-332.550127837923,42.4720671786632,390.135832488017,-443.976796099499,35.6576548748217,388.716302229425,-512.292574449445,7.02015262874499,389.558120469497,-293.715749793822,13.4437273058342,390.070339240067,-364.49156600183,21.70900369949,391.078065936528,-343.131602742046,57.4016309089491,397.914828010164,-619.780327598856,-22.1497224981346,382.83310016464,-291.469132582779,-7.33396518828533,384.222467435182,-342.24800843617,-20.2513830715985,383.148772940544,-297.369257777241,12.553399134573,385.032523890015,-325.658678879286,21.7466224969361,385.995000556109,-316.040488823734,7.10516555195594,385.112618718241,-358.292138852794,25.1251682323518,387.029070770029,-442.46058883095,43.868027897218,389.25173829899,-452.331978851497,49.0219968118591,391.346172873964,-504.270162988012,36.7083481536701,388.831649723376,-411.465965899044,40.7067014438362,389.94869188373,-523.660501360458,-25.2949919561907,382.875810208502,-285.141794674505,31.4112117513139,393.013065723642,-485.676064010752,36.8088321189712,393.96392581132,-534.955641207156,19.4579419318408,391.589603061288,-365.954770675592,35.79284200738,393.464278390196,-414.748618436771,41.9029263475023,391.975960696902,-546.443960981071,31.082237023902,389.497628552081,-443.567148207088,11.7676447726786,387.710449896509,-330.799141719395,32.0378701855638,390.413206504512,-410.23750647705,-5.56919246900778,387.043513096089,-349.65031744796,31.2289325689324,390.122991750302,-360.382137228272,-6.00948157308886,387.221777653348,-295.566327773744,-2.70538086013153,387.292880930091,-349.392809395487,23.8782022478356,389.155076305269,-452.167138818839,32.5706261190053,390.015173617572,-404.066778422601
841.441066479612,31.0733206844483,385.240674450085,-460.806029657737,33.9897361855729,386.045764626772,-417.375289073706,30.7088001473444,385.826541096677,-373.949201516251,36.1917501176748,385.927570415069,-480.472540875639,44.0437149029654,387.482153603386,-464.552655887167,31.9526621269892,385.902168695616,-420.702923792225,45.9297823626539,388.977165328067,-541.361819442339,17.8937363044687,384.302195743496,-378.448658646456,5.13174330937964,383.245410543907,-329.949532954237,-15.0194141350961,382.460734620735,-315.873924448767,-10.0272383053321,382.758280609613,-292.571726312417,11.9062672217022,383.739858325496,-291.974791615069,43.1841471496216,388.753145679868,-458.399806907438,10.9688184307,383.675673168742,-300.909177680139,18.9854587565591,394.184883230212,-355.123574668105,20.3459212689283,394.455447831486,-392.103283654293,41.1950930049021,397.325543358149,-561.078839766637,50.4185720740617,399.696707427332,-605.658116746114,-6.21900735818271,392.846928727473,-349.394511132157,10.7161406977426,383.596808176663,-300.931292135594,12.3653643592254,383.745383100615,-297.604907795809,30.0159340895494,385.352221113417,-470.724569217274,-3.76778169008041,383.065525534334,-347.631012978223,28.8526378841907,385.686270787813,-369.435550568532,14.4392175281797,383.962726677345,-303.439206647638,47.1650803561227,389.229230929858,-590.006113644484,15.8559333234625,384.347654610664,-354.048421744104,2.07007281334737,383.521472409245,-300.969456586316,30.5391840876996,386.457254160711,-492.687425634424,21.1482635390661,384.791698511804,-327.386510280121,8.53642326723071,395.903944949223,-329.831962972259,15.8697463535653,396.352369271033,-298.626709281718,47.210529270257,401.90512080908,-562.729927822248,-24.9134397057421,393.491774554628,-309.386172414897,9.49618079292807,395.990975389132,-357.708388306046,2.0123071985724,395.643810977771,-361.952488975323,19.9108193471604,398.112640714139,-335.24570535386,55.0867028038434,403.961649339543,-601.37706414206,41.4972752496687,401.503115846712,-554.741512565649,12.7630108543672,397.28188443496,-323.883102238722
924.910184657059,6.32122663926032,365.853829769799,-339.286033166681,33.693660464165,368.952057865154,-462.009310445247,10.2903384009628,366.215910495625,-342.606210856124,35.9014389793592,368.839326037734,-372.464504797272,42.2849212229287,372.233664906489,-476.203369463898,42.0876875492375,372.632423864562,-478.427773828811,35.8008773878879,371.977541995833,-374.712196365407,-11.2678422319015,367.70268443095,-297.51459077764,-5.63179084771057,368.130209981798,-303.933936616522,36.3215618533008,371.468528843084,-411.253679646092,22.1632357394452,373.923518448328,-356.769869887058,37.2425266959219,376.20460290986,-550.30103973799,43.890835322581,377.994313745171,-566.045448315319,4.71715276057687,372.343332798642,-315.05803419111,43.6371885655028,383.228115159976,-520.498575195061,5.15720035735402,378.160836813971,-312.010591294254,21.8001346837365,379.517858820854,-413.164024701876,46.6887771430162,383.955399908847,-487.494453368597,21.1443035181359,379.569938259168,-318.642637156262,21.8807358693997,371.060495827684,-385.40517698176,6.41670504606543,369.599363424925,-335.229809879408,58.716773316,376.651394521904,-644.428516815174,10.9225165245596,369.94806630452,-358.931108979364,32.3320959555201,372.586368737926,-418.370036952187,9.6980015858461,369.892736479158,-361.015474896721,36.7025301525132,373.40586529611,-410.808156024394,14.2788580431399,373.485744589538,-281.584224576978,6.96835727577347,372.922502437883,-312.293837764983,43.2757761302888,378.213077183412,-551.997711894837,27.9343587160394,374.873389914286,-342.477958339624,41.9643935165159,385.397369982546,-459.730096881608,-28.4536666127582,378.520888254838,-285.695426853239,36.8791897432714,384.635620918734,-465.778575670304,24.5774596326017,382.616131419095,-367.152729713673,9.67047822982502,380.938314636375,-349.199066503924,-11.7633923340337,379.987391158171,-304.366843066074,12.8907703458416,382.016921478011,-353.186006268556,24.4676018211444,383.123039309871,-411.720439980977,36.1923065192683,385.114759742506,-429.88341343416,34.1663292634648,384.282147611356,-394.695160818642
897.161452590859,53.5665910708259,378.616247099529,-533.053942042764,47.225140187704,378.05989905106,-504.807826159657,33.2134107245172,375.763967766018,-511.792152652014,9.8507728794971,372.626028816988,-362.430927182077,-8.24834933503435,372.56430792272,-301.163241589085,24.8088618871578,374.54414127099,-384.307170054024,-0.365814178258468,372.775375025709,-313.694373013173,38.0535091013095,376.955861147509,-464.979881664957,55.9958022871029,380.192998653295,-591.213689466814,32.4696016134845,375.456377549572,-514.365112958791,13.8726494101394,378.379455123663,-326.266998114102,36.1131075270249,381.36898966155,-439.91441654884,41.2153809306866,382.768527666813,-526.510644490094,9.54819408181072,378.024386702097,-317.801072867465,46.5252523077486,386.264031278127,-471.984064179958,25.1471597071759,382.642952701875,-363.211656789459,42.4163747960788,385.08444750857,-465.856955258347,-19.7608388372351,379.172084893385,-303.192314028897,32.6107699958468,383.665585002554,-371.158434724794,47.2071403204852,376.705658519744,-572.827750563331,20.3586831372242,372.099621861933,-321.678271739544,-15.7222720799601,369.915410834565,-292.075470893052,32.8415592522531,373.831080494791,-455.444100248865,7.07450514330039,370.815383317034,-294.214985281659,9.25034508751054,371.036521234917,-316.230793457275,0.701783012236949,370.658045606827,-310.442996808473,29.0730453013661,380.787698432593,-377.879400173844,27.5816883020106,380.61543508876,-340.894902626405,48.8470685551909,385.08078913455,-602.859298924781,7.41296642580573,378.520451328634,-361.405750854925,22.492086831872,384.262180139548,-400.589515545906,4.93191579070758,382.682430426753,-292.503854024563,18.5303012019051,383.862249431846,-312.844464695944,6.34755444465986,382.751125719555,-307.953606650633,38.5426273764008,386.828218987563,-437.819216517427,32.930486262576,385.892260049613,-517.613751769291,7.77262407941173,383.001850385744,-358.512081620372,33.275537171063,385.765542011099,-536.842128584561,13.0276113819928,383.419437018448,-314.60415817649,-12.128898449584,382.282640485032,-318.463396422968
969.265949702189,63.1407526285828,375.09908975302,-625.709036601175,6.64411703419557,366.788581425539,-305.326079101523,15.3656501170236,367.574329114042,-355.905810928411,33.8399189031858,369.441217857343,-432.753110069263,2.09225741512828,369.587892780388,-280.291049999472,56.4023042421847,376.932046070107,-613.719752025305,26.8837790935219,371.847834989791,-321.274165453747,35.2905836482441,373.221779569514,-388.020050221649,3.96105567354497,369.618720855098,-348.20415931632,43.6809331374801,374.04590891949,-582.93009118067,6.66594321811162,372.22681727822,-299.833470032563,33.4365518987741,375.345707830623,-483.058369759174,35.9976256664667,376.13460794836,-524.395369063342,1.29564181149918,372.102764129998,-337.283284236391,47.3022658712604,379.267804281552,-583.907152279374,19.8367768317945,374.756909607235,-321.21245985445,0.773622234891676,373.341906998332,-289.603584714454,1.74332257460995,373.358354157045,-336.049946897349,32.8690486674297,376.543510091197,-363.346659103923,27.3778905938541,374.230475255735,-347.219543128564,63.2410709363207,382.328683685824,-644.140548094513,20.1471827588617,373.001824001612,-353.399719407809,54.2681214339145,379.537897851965,-632.313427518459,-0.0509669721397884,371.882485472586,-302.146092668568,3.60618167151135,371.9455923483,-300.172267589554,53.6459845496457,379.53131888329,-611.174879558457,59.3417823414854,381.382772894882,-632.452390392242,34.2231346748713,376.209584476894,-521.49790579917,27.8760361651701,375.450913596064,-344.910961079264,1.90936547330345,372.944140003947,-286.920507097908,38.1568772217682,379.279556633255,-541.983160263094,-10.6704280659402,374.792494922133,-282.209015071192,38.1693360517548,379.51200752074,-545.587112628017,18.2592530967722,376.411284893405,-322.869262896137,-0.900713151500996,375.155628711367,-308.290291441103,8.15593649358375,375.434554650949,-286.692475625553,35.5214686187679,379.197418171125,-407.9544757945,-8.68476524893427,375.194030782746,-315.797995139054,1.48121258450405,375.501222757861,-324.825717713371,33.4983767149312,378.294502577,-402.317291073346
1005.31324149244,27.9895186263644,382.175661037037,-409.131257845291,54.086947509847,387.45342735549,-598.83211818326,9.24836147932032,380.520466803286,-285.035106918364,34.2436643842103,382.980378922049,-499.899846519752,5.53540064928038,380.172193736733,-321.712855991123,57.6093951065525,387.747708006836,-606.198505917515,-16.2174771200802,379.138490708452,-295.965051071627,21.1964919985923,381.612070426593,-355.696851184165,19.0383970651349,381.234981146576,-404.972092576471,27.8091480211664,382.141800962802,-346.391055115159,35.8597865995214,387.3751983544,-447.444198311248,41.382024444551,388.295823150978,-548.420804284781,21.816947129847,385.266787209088,-372.201617436042,52.596085741146,390.876411176832,-613.853215314515,-4.16409194120673,391.422112176128,-326.831388005771,55.7687150456807,400.084296645204,-600.837422455383,-1.33819588914654,391.467997930718,-290.301440214607,-9.56826489204474,391.102549105366,-307.208895699115,4.30960531472363,391.557023679757,-346.407131056935,45.9613993475496,393.593031713613,-534.082020649853,53.2866986449371,395.54245328962,-617.063867498973,41.857635836632,391.782457679966,-511.846260056731,23.41275103084,389.583328223546,-338.716485718689,54.393348996248,395.547876192722,-589.047498541815,43.3718911747446,393.404979719087,-508.782339475175,0.0724731566342557,387.812041231539,-305.612540374702,29.4077072701495,386.094142303385,-355.368535543703,-25.7701832490465,381.595927855376,-289.556885845843,39.1243181669542,388.175019720438,-519.466998748003,-19.4993257402863,382.476558090975,-283.276306008965,22.4287812576556,398.528428887083,-407.114720507094,18.4059117981467,397.848021309851,-316.053351484734,19.0412448075125,398.195914891143,-302.280413152233,26.6693176751256,399.276305648751,-474.133135536925,41.1015947141297,401.602028375385,-481.518693411698,42.0528940395557,401.905290111147,-525.940041700085,52.1070887653449,405.000168584307,-567.625594698701,45.5888302845771,402.915092117447,-499.324323318265,-6.60459378363819,397.598899820686,-304.585539829362,18.2728881787291,398.724591939085,-378.546086370425
945.207658505025,7.93291049560593,374.659559974163,-317.876882891752,40.403994107699,378.851630280975,-492.860168810781,-4.33385113672551,374.384435011796,-289.050527766005,14.3405277750923,375.09371492754,-280.352148401836,48.7821527412254,387.562425901341,-498.490917378266,13.7041714834392,383.042776790945,-376.810289117436,33.9225400094212,385.829363516808,-432.614347994355,28.701788252849,384.963034178741,-438.996138821976,58.4386632494121,390.394813456381,-642.319388316958,34.4821133461104,385.375728926319,-435.635559330918,-0.15488549189579,382.248924050415,-281.695610380921,31.2666776295943,385.156247313671,-394.716018288846,10.5264383667256,382.74222406522,-285.276521157348,17.7791337808002,383.365708832057,-316.572781375585,-15.0226066136513,388.38007263882,-315.158471910655,50.8716505879801,396.513545433924,-558.857096906492,28.0783147487672,391.435671601116,-411.433729052203,-28.6140767315943,386.688470141255,-283.260674407799,2.12526343651686,389.23099642424,-355.000675309918,58.9351638529128,385.16507159151,-648.132666863246,15.5928502626963,377.143775596062,-305.236058018055,-9.2252847540854,375.93106555011,-319.323639252924,-7.27519317046098,376.041454165127,-285.556554301068,37.3223774999905,380.228545831354,-530.056759780238,0.287700484571377,376.228846091846,-323.737106249558,21.7918244115532,377.820774811965,-326.832942949975,41.0047218094913,387.84969351843,-471.377108336144,47.7973607933723,389.315622161759,-604.646267544542,4.65771809972195,383.497327347242,-296.311634386887,55.3528747837574,390.3557520272,-581.094583461723,22.5628105715586,397.113056762987,-376.604819062472,57.4800405274772,402.366744465845,-643.482511446608,9.87323370195004,395.886162380676,-372.929996268126,24.4359102042042,397.509595722391,-332.040116293801,27.3088049107231,397.774034876943,-361.573652584789,40.0292610896417,400.059583819944,-568.543082970397,29.865765960519,399.223878135074,-426.089236019528,42.9688800904837,401.142181697902,-560.151988578999,14.7477032868731,397.268887077129,-387.873080573872,33.5813676554278,399.300730146723,-481.247238379534
971.537187144017,18.1712895664612,368.402700269299,-338.630717741879,-0.657704575709714,367.423461340009,-334.461525595607,38.2653559592838,371.878279152264,-555.443730441398,31.9881794254997,369.961027586132,-371.862517982043,37.1888919379415,373.46100566137,-415.123074717763,16.1247822328179,371.091490514839,-339.528832138574,61.3077481048052,379.88794253363,-643.180855163076,8.98503410789198,370.592777989694,-345.88678863256,16.7425078106598,371.163760811207,-337.82480461852,7.02090230573208,370.391263702881,-348.605311354818,29.9062286963757,376.842430903172,-335.280194836162,44.0267728660592,379.334788512265,-480.91491726342,33.2941995480545,377.600488571548,-501.561710095399,34.8184539690226,377.619846963884,-445.338087684256,-15.0739847894696,381.917493346022,-283.512976162694,26.5305001960223,385.093877246855,-363.002406876119,42.6647481125853,387.374184237804,-480.140138375955,53.6922086042809,390.25498960976,-604.947116877655,29.1275706625273,385.344157027064,-427.400583945024,-5.46007811523024,370.878856978343,-306.68856096518,19.0147430849617,372.262353627934,-372.504943627162,34.2036974640468,373.763627427054,-434.507426393282,45.5464496902325,376.601858546337,-579.427296444792,4.97258180804615,371.050316229232,-286.870176692572,39.2474612957411,375.668885739322,-467.553467805874,36.5758034509279,374.885868380516,-402.059700822752,24.6582874606526,376.132627902855,-394.220548041739,-0.0633707989361997,374.299393633479,-340.737016537172,-0.463891930170026,374.292537974336,-297.292337111834,36.5080329079964,377.651216733211,-393.121869240973,-14.4704237543397,385.4696733962,-322.740690925966,-34.2034087933413,383.454024229013,-280.865160730872,34.7017516200404,389.919985601167,-537.838077268503,0.463902047837991,386.249426279224,-328.31847388058,35.05486795873,389.810530730503,-447.945823099721,30.5903958922681,389.122262410166,-413.755940077306,44.4215884365098,393.529929501116,-525.073127597376,39.6741234277393,392.099299412682,-483.557126996366,35.5415046176203,391.667301502077,-470.924477696526,47.4625632161442,393.208763447255,-580.356294224532
999.471073393708,35.5636004574713,386.448960520616,-414.302838532814,58.0653360717215,391.645842720782,-611.8298008641,13.2481772627249,384.071143556151,-318.728202981482,7.65903086578156,383.533899617467,-314.165958488114,33.0384874466976,388.923418033214,-381.64231430731,12.8645460848182,386.882519350155,-318.09604152117,45.1046608311325,391.936849608245,-572.778814673896,29.1144794839983,388.931795103176,-360.377470056051,10.2652151366086,386.707872190003,-287.681684893071,35.8530871921078,389.488907094347,-424.308863436875,40.801616249116,394.923226827322,-470.850005631758,43.1401572722865,395.238736179499,-532.683890439201,18.6924785092981,391.45574356609,-293.20910668247,0.73873255421144,390.162277823493,-310.227209779636,38.0204802325755,396.175804036954,-455.853611359614,10.349104728699,392.591984303433,-376.439408608798,45.9308662080511,397.394522778201,-547.582514132912,-5.43429439917573,392.031664606664,-299.592195332186,-6.21537347822251,392.003025311716,-310.118411934155,20.9832243880044,389.761194321137,-343.576729201017,45.5012117102976,394.141275611438,-557.358443706943,-1.28594623882015,388.261340601649,-355.276791684092,37.3636482874456,392.263966919095,-466.351086305575,45.1538582367054,393.86225507081,-495.12006850119,32.3194627533366,391.629167058132,-411.072433775532,34.5450934755782,391.823288997353,-496.824145144453,50.553739171325,397.263123045449,-596.966736009641,-7.06211544983133,390.712611832589,-337.710152249722,21.8651689938278,392.538640106583,-371.199275441622,48.3294310488214,396.341708787846,-570.388749454678,42.4635664469725,400.07618348687,-550.153703417565,24.2663511377483,396.661479200238,-330.738783212807,14.5986967884861,395.950964752287,-370.901365873934,46.9703661317384,401.50693918574,-579.809802197234,5.92768871045686,395.229150649136,-296.949574612093,-14.6980725048468,394.307574834804,-285.605561576322,31.2563637795545,398.604476743438,-383.868536432959,12.6784693736634,396.195511285425,-349.180039373486,33.3449529888721,398.876173092701,-502.821309056677,4.37918962392982,395.68596942687,-338.68541338264
938.380193291885,51.7770364765963,399.166930685245,-579.827923752051,38.2731670031926,397.203721138884,-478.087482621357,39.4753756986299,397.899296272817,-485.722253221619,37.2863121576916,396.506192265376,-435.064433920752,40.5844716501637,398.155689693772,-557.86867864516,13.3143647061391,395.023591781323,-281.586931317943,31.8710910114769,397.489057167688,-488.093017142364,34.0907804632805,397.864514646405,-443.2047634168,8.95995842955401,394.723982881973,-383.121654239012,46.4299761949972,399.407561948184,-521.720633895451,32.5933272618477,397.155108823867,-491.730874551146,21.3491419833959,395.42917986418,-309.969631389572,33.6154353278022,397.524924623023,-480.42006449666,0.964278075602761,393.942728644429,-290.71071774608,48.8247508555315,405.360236102007,-544.684088145963,-0.292169696671741,399.079208989841,-357.630418459616,9.15194195488714,399.408919639889,-368.013587399754,32.5755192690398,402.225435071639,-478.326093127149,7.32399443182761,399.271778390652,-340.300343948948,55.0154609156771,400.695373842942,-587.760287258276,15.8014117610103,393.71296007217,-358.148693328362,36.3572447589477,395.87853862762,-502.577877331846,-35.8280892929306,389.067064518679,-277.631803205445,20.4438475556649,394.184580941326,-365.877365867345,42.4639218580416,398.163096011995,-461.192932536195,23.6449357675664,394.610089289911,-374.648011869917,19.2711600613302,395.451256887427,-329.093662448235,28.364811057204,396.629405706647,-369.604224311839,31.3115982005508,397.351879659661,-519.667084271865,-6.48989580265951,394.137961276141,-287.468152956336,-7.60819871830552,401.273576476305,-327.543558203305,55.1461523462343,407.903544141887,-617.17194509112,-9.08438493303449,401.118432202327,-295.991173060763,24.9183818203626,403.60153498982,-433.89352820118,14.1524540096732,402.229670863256,-327.992235412377,54.8676550407189,409.467481118937,-623.456121372698,30.0365577100719,404.437732103301,-432.040466815569,38.9401798775546,405.591388948272,-534.773228594537,-17.0782236943526,400.633882949962,-282.300882316865,-6.85423167139766,401.527700531942,-290.657896050376
