c1_duty,c2_duty,c3_duty,compr_duty,cooler_duty,exp_duty,heater_duty,liquid_molarflow,product1_methane_frac,product1_molarflow,product1_n2_frac,product2_c02_frac,product2_ethane_frac,product2_isobutane_frac,product2_isopentane_frac,product2_methane_frac,product2_molarflow,product2_nbutane_frac,product2_propane_frac,product3_c02_frac,product3_ethane_frac,product3_isobutane_frac,product3_isopentane_frac,product3_molarflow,product3_nbutane_frac,product3_npentane_frac,product3_propane_frac,product4_isobutane_frac,product4_isopentane_frac,product4_molarflow,product4_nbutane_frac,product4_npentane_frac,product4_propane_frac,r1_duty,r2_duty,r3_duty
11895.029891242,3361.159570641,3193.2056396951,271.921881150459,1475.89330006063,1103.13957211367,-1167.3451706712,22.8499692093669,0.89687045807047,360.10439392229,0.10312954192858,0.018334931462025,0.68449271932569,1.7681101308367e-09,7.9668270834661e-15,0.29716898022477,50.796018054124,5.2561352107367e-11,3.3671668272508e-06,6.6028276654295e-05,0.033918287670395,0.34571549127509,2.3071374010151e-05,36.266149370857,0.13981365994768,2.8584826781028e-06,0.48046060295368,0.0088664355468006,0.40503400586764,3.5019331975433,0.11651419706444,0.46957891357544,6.4479041396308e-06,-10269.75227388,-4556.04302692,-3777.2558782258
11817.644661134,4241.7252699922,3076.5510759725,253.819127018145,1634.29388414705,939.288752577517,-1364.43084620626,20.4989840782052,0.89280591264741,333.24371401177,0.10719408735065,0.014481855290411,0.62588859869804,8.5833752109861e-10,3.1630532138348e-15,0.35962776817698,61.722942170703,2.3771663640172e-11,1.776952455348e-06,0.00013050703578765,0.063783346027756,0.36418571206693,1.1211065429248e-05,33.992699651148,0.095575312854495,2.1844015391508e-06,0.47631172653216,0.047665776430282,0.25592235193361,6.0592114161892,0.39215037575372,0.30423162588665,2.9869543436887e-05,-10278.261671267,-5450.2209111859,-3683.859638428
10582.309608131,3384.1621203716,3690.4070782361,260.943862720033,1678.1683185135,965.006550989837,-1044.6423558813,21.6134457840045,0.89542830709448,342.93866037832,0.10457169290405,0.018751930746957,0.57998736617669,1.1161533092089e-09,4.5067439416026e-15,0.40125758549608,48.022394695459,3.1842430573879e-11,3.1164322728104e-06,2.6916639606641e-05,0.012039447973003,0.31303576434754,8.9847521297114e-06,39.67210172538,0.099733616277385,1.5595782727142e-06,0.57515371042055,0.028043355927519,0.29907448512479,5.0669361795952,0.31630286850454,0.35655850833753,2.0782068995567e-05,-9127.5153453338,-4511.4603021432,-4331.5332385969
11266.376742903,4292.9569254201,2714.8357609292,253.503523526068,1487.69863878385,970.902755947712,-1461.07289234377,20.2592968098201,0.89395466663112,333.71995613961,0.10604533337163,0.014057296557654,0.7147424447122,9.0092995165177e-10,2.9803069639972e-15,0.27119883793403,63.102422670351,2.4159338017126e-11,1.4198710224227e-06,9.9107835112175e-05,0.051756071453837,0.41115278306542,2.1270556138041e-05,29.955241434654,0.15170838372886,3.4831217077861e-06,0.38525890023154,0.018962612940272,0.35053529272218,4.2139169434435,0.21975749040682,0.41073489594111,9.7078610066951e-06,-9691.6620473033,-5489.076934469,-3252.0975363736
12588.538937849,2615.8481624645,3288.70997006,276.150472231393,1493.49126117668,1119.60651570107,-1040.97419567318,23.3537972015537,0.89793192392131,365.97046251037,0.10206807607793,0.020885281656968,0.70432770089213,2.5811234094227e-09,1.1927272241975e-14,0.27478167123909,44.785356959449,7.729747377185e-11,5.3435533765326e-06,0.0001004400147422,0.044254486489076,0.3320328163879,1.022984675301e-05,37.470392014384,0.10578126903577,1.7533611466518e-06,0.51781900483699,0.029684453921517,0.30027311626436,4.7001027179022,0.32182266473914,0.34819965090452,2.0114026311429e-05,-11006.240365361,-3734.7765990241,-3896.5765735249
12668.379022271,3210.490111618,3171.6360178827,270.793707052613,1509.75583463587,983.82451914465,-962.117484958898,20.4225749852983,0.89911969721003,355.96447485459,0.10088030278897,0.020511449655598,0.58679598479638,2.7378790992162e-07,2.4152954644618e-12,0.39032768301188,44.031034353036,9.0158578991909e-09,0.0023645997295998,6.0919988600192e-09,2.9554267735876e-06,0.38871816753169,1.2108804792679e-05,31.892402065364,0.11030867127031,2.2673673393631e-06,0.5009558235069,0.039673990680948,0.27169527602404,5.577304040779,0.36862585504696,0.31998180167331,2.3076574722336e-05,-11216.71260097,-4216.4911229898,-3721.2773678968
12472.777233343,4233.9902312226,2714.5516355734,272.424260255987,1620.68517571199,958.749863640395,-1435.16076706218,19.9122922312753,0.89563972075943,357.04333728881,0.10436027923816,0.014855212940208,0.68468949288562,9.5812057360507e-10,3.3718691228107e-15,0.30045404413165,62.851185926012,2.6075859643183e-11,1.2490583169873e-06,0.00012365452438048,0.059343249853579,0.43981495378833,2.4672892464451e-05,30.275066699644,0.15609846778492,4.3911745882729e-06,0.34459060997245,0.023555769531386,0.33237070462843,5.0459601591964,0.25010029658365,0.39396262702735,1.0602041606731e-05,-10902.130533861,-5429.345225213,-3262.8748165625
12766.081146839,2962.8385208478,3519.1784321452,272.946419131169,1436.98464395931,1140.20472539533,-1110.73730834058,23.4761690799072,0.89735962216133,362.55400270066,0.10264037783801,0.019288628070043,0.687249441395,1.456932522195e-09,4.9106518658406e-15,0.29345843784322,48.418249732848,3.9523997778431e-11,3.4911952725483e-06,4.6521712397369e-05,0.019562009383478,0.34653620939622,9.6475047727839e-06,35.456962105235,0.11017292674092,1.6215474942336e-06,0.52367106370525,0.029108084449186,0.30039204528968,4.5622735650135,0.32421277772885,0.34626864982246,1.8442647461087e-05,-11125.256297095,-4068.4159330362,-4120.0590593478
11026.936310144,2702.3387164855,4705.0853204995,261.065269474826,1755.35697369071,1069.71637412659,-969.887704191616,25.427356418742,0.89359973106923,345.57698238527,0.10640026892998,0.021088346687351,0.61356211662458,1.8726910630714e-09,8.2641074655462e-15,0.36534263511448,43.683939368638,5.525908994172e-11,6.8996456236247e-06,4.9183140078976e-05,0.020697723685188,0.24130140905707,1.2678202129821e-05,50.797140312479,0.098601516860937,1.3083077701483e-06,0.63933618072027,0.0068641439390734,0.40707166530593,3.4074378334982,0.10339572416783,0.48266079502874,7.6715350325689e-06,-9510.7454899254,-3874.5074813635,-5499.602639786
9988.7818931194,8089.6054729695,3617.0196142831,243.043023360739,2120.70845826991,927.273234090907,-2263.17476606685,25.079244479213,0.88335647211145,318.95257692635,0.11664352788546,0.010316346824222,0.54819362376378,1.7678056957502e-05,4.8421310141544e-10,0.28770808227553,90.546168826345,7.9216191413394e-07,0.15376347633349,9.8525195449599e-10,6.8814192171051e-07,0.36268590991692,1.5754959754392e-05,35.227259402402,0.12925764954403,2.725523418255e-06,0.50803727092866,0.02225075123375,0.33019694676843,4.7362004755487,0.24619458502093,0.40134094618013,1.6770796766257e-05,-8441.7422160507,-9847.9430220628,-4254.6527889124
