MolarFraction1,MolarFraction2,MolarFraction3,FlowRate,Pressure
0.329773148667853,0.390888312490034,0.279338538842113,20.6279863081386,1341.07416246953
0.251711752344797,0.446707847012991,0.301580400642212,11.4787604744111,1062.38428379945
0.268264986172934,0.462423723267534,0.269311290559532,11.2206574260741,1462.72980544292
0.330894214346554,0.389482296592777,0.279623489060669,20.8348103197519,1303.12172645753
0.225593451403797,0.426275279460094,0.348131269136109,13.3420098536627,1350.6476993339
0.317340476879732,0.342186908251936,0.340472614868331,16.9333323587439,1560.4262056888
0.238736791065408,0.426535959001186,0.334727249933406,16.3736172504011,1262.16123483951
0.312769821881755,0.385698114973134,0.301532063145111,19.7356919706744,1283.25456848212
0.285559241067752,0.454991755864933,0.259449003067316,22.1057296629831,1386.89372749502
0.229431696588953,0.495146255762145,0.275422047648902,12.9790983793918,1314.31962111791
0.342126135732801,0.314286189404067,0.343587674863131,18.0610861001019,1073.60413192368
0.202164213715004,0.535568905457916,0.26226688082708,10.109773811867,1115.74180482338
0.276948299005362,0.457272093181564,0.265779607813073,23.1568622617967,1496.39959922054
0.232872237554641,0.502474916736902,0.264652845708456,20.6011277838279,1255.68273569808
0.372098927284831,0.287753526831465,0.340147545883704,17.8761106609833,1195.9257482964
0.335714359457506,0.387367459850356,0.276918180692138,14.0908638831442,1239.09598368204
0.232957814591439,0.477816632052686,0.289225553355875,18.4360726832463,1071.92589179751
0.240280721523286,0.433884731571293,0.325834546905421,13.8905210965155,1289.46268434927
0.294137551954922,0.431979377506897,0.273883070538181,14.2781426603104,1199.98856722023
0.254845572148819,0.424462584972028,0.320691842879153,17.1897633139685,1358.72914783728
0.225030316309623,0.487247985085703,0.287721698604675,11.8916071584759,1501.11463605328
0.226547732934314,0.456818605503252,0.316633661562433,18.5509794342423,1106.1737267293
0.391742029100943,0.289782556463423,0.318475414435633,23.0278948367721,1319.36653039483
0.396994844707374,0.300032637608525,0.302972517684102,16.978092224529,1153.71087603051
0.295138558465419,0.367515947356165,0.337345494178416,12.3175524166544,1125.73415092788
0.255638700982523,0.420318254010639,0.324043045006838,15.4729243756147,1274.61428218104
0.28343200840763,0.44348633508241,0.27308165650996,20.0427034364724,1285.99383731599
0.361972233981583,0.349274015828416,0.28875375019,20.7062385229618,1480.67645955092
0.200353856454094,0.502185495255203,0.297460648290703,11.6343537053551,1478.16822802172
0.275939428660357,0.46960446293084,0.254456108408803,19.3497428305006,1216.75562125637
0.289103624893045,0.454414712027889,0.256481663079067,19.5790256027139,1313.78229111146
0.230735234243092,0.48562993787424,0.283634827882668,20.1274384703873,1414.5680962835
0.33825648163914,0.390851795316519,0.270891723044342,10.3930152145564,1500.8663607506
0.38014025104645,0.315393689307745,0.304466059645806,15.3158291607773,1387.16174518849
0.324238626184257,0.329255892759964,0.346505481055779,12.0068849180051,1387.32012167397
0.203920561673613,0.482980350074376,0.313099088252011,17.1989899835397,1392.22372382244
0.380991962410851,0.32530128413746,0.293706753451689,13.2039631327703,1298.09759020987
0.390043440736444,0.356995789732634,0.252960769530923,24.5464648960016,1282.9238994311
0.392972149159408,0.263517253282444,0.343510597558148,17.9441049512251,1153.10270888947
0.220693690787644,0.500917970066819,0.278388339145538,21.9036400978412,1579.29531726253
0.364810691694291,0.31799049893374,0.317198809371969,24.0373402303545,1253.72331813399
0.357215930020437,0.350738258042113,0.29204581193745,10.9338478290029,1580.37634966634
0.220188724326918,0.445928080552286,0.333883195120796,21.1043464790634,1068.44853069773
0.291943930428413,0.407210414851437,0.300845654720149,21.3231342530111,1076.18693795272
0.390678431705006,0.33073325918305,0.278588309111944,10.1571390971928,1460.28133762216
0.293626331642521,0.381935101922675,0.324438566434804,14.9428149643342,1129.03715623228
0.291137522725275,0.40470270461941,0.304159772655315,13.6309762428502,1427.04346224373
0.396251857126625,0.266080580869204,0.337667562004171,22.6798987010446,1157.52753938079
0.206475434176831,0.527395644068784,0.266128921754385,21.4444086611157,1522.74583576899
0.35690644255761,0.329533071460818,0.313560485981572,21.4492943428568,1248.89426030586
0.374473575370419,0.319374435347796,0.306151989281785,19.0634822470948,1080.89801352872
0.382391884260311,0.361975288179796,0.255632827559894,13.1056280406722,1353.42290556439
0.248272841547714,0.41765157540884,0.334075583043446,19.9371690986037,1442.94697340611
0.351236923934366,0.390937265013024,0.25782581105261,16.5385719283402,1345.42848903581
0.304903185475672,0.37822776077534,0.316869053748988,10.9606392633234,1513.74620436344
0.234617765230958,0.51052642610731,0.254855808661733,14.937215065556,1528.31715343938
0.259174288878536,0.465523212917552,0.275302498203912,14.6551435787406,1097.859102294
0.269681533647263,0.466947002077762,0.263371464274975,24.586604894667,1230.04399595537
0.281972410561294,0.377926907986836,0.34010068145187,21.5850056015494,1582.04891069568
0.378489581871467,0.29765320427605,0.323857213852483,17.3653705026013,1403.00053231565
0.387605888065187,0.306402600040977,0.305991511893836,22.8213240370168,1532.79051470489
0.226921457414912,0.458755660058261,0.314322882526826,21.0946761753131,1569.93624442259
0.381453644628757,0.331540804902897,0.287005550468347,15.3949969314701,1567.7415354478
0.295677464588154,0.452442497513259,0.251880037898587,22.0311158792062,1306.3556234455
0.205986635664309,0.530735533844096,0.263277830491595,23.4430395361153,1432.51232451011
0.344553510194835,0.355968688905053,0.299477800900112,18.5178215157314,1353.38826170512
0.303973432098143,0.371108141571586,0.324918426330271,15.3937777745996,1147.23037601852
0.372778618125133,0.315823204213654,0.311398177661212,11.0446119250917,1351.83071516692
0.25518054602224,0.490545539173136,0.254273914804624,22.6140250360509,1265.98429153809
0.397776667948336,0.346673673848622,0.255549658203042,10.5943152560737,1184.37183704985
0.223927597459941,0.483239718588232,0.292832683951827,21.628261494333,1441.75362774098
0.29757334508072,0.376355056486907,0.326071598432373,10.0597283655573,1532.95376454722
0.386505697462325,0.294610955391539,0.318883347146136,18.9654838255039,1092.09657852572
0.2040348139056,0.506205578197812,0.289759607896588,22.9709241791188,1058.09646295963
0.276297488456572,0.39691582759222,0.326786683951208,20.6218122651557,1374.50147001911
