Inlet1,Inlet2,Inlet3,Outlet
48.8325124084959,31.3461702601829,51.2875050987709,131.46618776745
12.5969788287205,51.0912020388976,13.5911777197752,77.2793585873932
40.8968637545671,45.7124945140893,93.1691038480231,179.778462116679
82.6132536491264,46.7900562131883,33.2335669718852,162.6368768342
22.4649200243193,51.4039746433498,24.6394421848591,98.5083368525282
37.7670179633558,32.7341293291661,22.2241734626796,92.7253207552015
72.1435207093039,94.6203357577326,90.843747060575,257.607603527612
10.3319080832366,74.9153227883224,10.5273953092472,95.7746261808062
39.8765900395276,40.3930462642928,47.6898037934724,127.959440097293
46.9765519042843,99.1052494233143,98.1508895586089,244.232690886208
72.8367552200004,82.6959489800827,83.31114343831,238.843847638393
24.6708429226758,19.4301084465034,21.236019384834,65.3369707540133
60.7923143391209,99.563321466461,84.4086370383047,244.764272843887
30.3215923409331,86.9245822764364,72.0440465572206,189.29022117459
96.0039946176805,99.7981065985376,97.6701541425547,293.472255358773
67.702831244365,96.8731263118043,24.8870731822019,189.463030738371
84.727725871376,73.8138351475574,94.4954958362831,253.037056855216
30.7824903235394,41.45969300523,44.7497646559141,116.991947984684
77.5074664012111,75.0927161937364,92.5727826660304,245.172965260978
16.8181326429142,10.9781742202326,18.2788521191206,46.0751589822673
13.6191074855686,11.8502288475159,18.4509728946814,43.9203092277659
96.4719786563635,98.8347059356482,98.8350882955443,294.141772887556
97.8574433697921,73.2570038878866,96.3102142496854,267.424661507364
95.6692034116062,97.1313024108794,93.5200417891423,286.320547611628
85.436296972241,80.9518913216554,69.0291645470569,235.417352840953
14.4286653997029,19.5222912093253,15.8565879852294,49.8075445942575
99.3325911010804,95.7146944167506,99.7264919195184,294.773777437349
80.2687335489555,17.7206446352897,99.5675027128534,197.556880897099
95.9293931610094,25.88790756871,71.4041993918463,193.221500121566
80.1048504049268,98.4068962595181,42.0621413011094,220.573887965554
21.9138077072626,55.2670253766896,79.5680532808423,156.748886364794
19.8191968119225,71.5159258817504,38.0017176479429,129.336840341616
11.2336180023998,38.2249107583814,28.996816490466,78.4553452512472
13.2130928204246,96.0011268929826,10.1813561551137,119.395575868521
14.1971660874206,14.4062747991998,13.6022711322676,42.205712018888
47.4549162184001,70.7857618406885,93.3906990352992,211.631377094388
12.3985868163452,10.1420548515899,10.2252042666148,32.76584593455
15.6371415284795,84.7478293630188,41.8856754820915,142.27064637359
10.2130030145366,12.1983601301379,12.2529950592726,34.6643582039472
37.7335088754137,97.6650872725251,95.6473167929947,231.045912940933
72.5456409711157,29.243484185999,11.2875707871256,113.07669594424
55.7204603026902,95.8235800827771,92.9819377809782,244.525978166446
69.5769996131838,66.2356991816292,29.5817165241891,165.394415319002
19.3951712114813,17.8996263190965,80.0155064836624,117.31030401424
99.5734568551936,95.1118895797797,99.1334874896359,293.818833924609
95.2948628130487,25.3105381429009,80.5441125388599,201.14951349481
13.1736035069834,12.6090963645916,36.153124824866,61.9358246964409
23.2103343091419,44.559247756103,19.8861123565105,87.6556944217554
14.6054237072721,47.3677168808698,36.4938911740448,98.4670317621868
63.3622104269511,21.2813848911762,66.8421432896719,151.485738607799
95.4459683306114,52.9772244820712,82.9406785526032,231.363871365286
16.4699949832704,57.3029220880517,11.9469725178982,85.7198895892203
99.2612703748909,97.4062017475999,99.8043211926031,296.471793315094
52.0952172724884,17.9356073139717,17.8929284992543,87.9237530857144
99.8557605866864,97.2781532735824,91.4598705938158,288.593784454085
71.8062307243064,52.5195062998713,84.7523266481555,209.078063672333
38.5555945279159,63.4793325137823,14.9687889502879,117.003715991986
89.6270494277686,19.3438553985493,20.2703942218714,129.241299048189
18.8201871132191,97.9055311554199,82.3993569130859,199.125075181725
39.1768867130655,11.4968999083367,62.6636915215419,113.337478142944
84.9178110397053,41.776607909533,35.5168972226779,162.211316171916
58.5723028848149,22.450263243358,10.9403120414407,91.9628781696136
19.7384839484286,46.8420590819469,10.2003873137317,76.7809303441071
93.4722456955396,43.4059553429728,18.8249948410757,155.703195879588
95.0637615682511,86.6234845483556,84.7107897556123,266.398035872219
99.5510758222071,99.5986188082416,99.0961984781732,298.245893108622
20.2403468365858,10.5458642597116,34.3952378413584,65.1814489376559
17.4643315860756,10.3307527220871,82.719778624427,110.51486293259
78.7076565420108,81.1735729038926,63.2439262770283,223.125155722932
32.8146439927023,21.8097853215212,72.6752390798214,127.299668394045
74.0997372252296,36.7328440703781,25.7376802527759,136.570261548384
14.704308278379,28.0937682271381,10.0971786729821,52.8952551784992
99.4509512718719,99.9975207567992,97.412790266964,296.861262295635
88.2558286404482,38.1473881242016,95.9527592178333,222.355975982483
69.0956308612114,60.0569164110017,14.751393914215,143.903941186428
60.8191982124367,20.1311450055721,10.5357465922823,91.4860898102911
94.5922821662091,80.2874370566648,97.8968215878914,272.776540810765
63.3490924206395,83.7456862495117,54.667054364189,201.76183303434
45.5962782636595,64.9743222635032,24.514287410323,135.084887937486
99.7206494172954,14.1141379405621,98.8775535178257,212.712340875683
11.5331015795294,57.2183157604935,11.4150459971649,80.1664633371878
91.6633797161151,10.573820123892,35.4650323988856,137.702232238893
74.5372630487767,74.1795176435772,95.2600882632088,243.976868955563
94.2674131792834,25.9625824035542,25.3986933569661,145.628688939804
97.9208795702362,97.9065439275437,83.150786934648,278.978210432428
98.128769837444,97.0443993929127,74.3213802407457,269.494549471102
40.3355226826962,22.7064631015306,21.5743232434325,84.6163090276593
69.1021808713149,95.8431632437423,96.2924615870149,261.237805702072
87.7411478525255,34.2943564643256,24.3315825789921,146.367086895843
12.396536022741,30.0818967740068,14.0984419428557,56.5768747396035
56.0010173977201,81.9831248876892,73.7459459401469,211.730088225556
86.9548295838257,93.3148121968279,78.8372425957066,259.10688437636
29.7772512205386,28.0934404218416,74.9405672012613,132.811258843642
99.4446924604041,97.9459621683745,48.3461613652229,245.736815994002
97.4085608470957,96.8284677911438,98.888909302181,293.125937940421
25.8793379172997,26.5300414591374,30.0402422349875,82.4496216114247
94.3503774798111,20.6999405846613,10.0561242805174,125.10644234499
12.8295168463694,13.0786312498769,30.725796011983,56.6339441082294
11.8504229368389,46.3224460720921,33.5963774946208,91.7692465035519
99.6606947666662,99.8167219738765,95.4377566390431,294.915173379586
72.3953998658129,93.4825583978106,61.687241694977,227.565199958601
18.3357697579262,23.8830354765805,61.1109969281574,103.329802162664
93.117044067134,74.0580479142949,10.5456414411985,177.720733422627
58.4687359411321,50.9982459748581,10.0219696989902,119.48895161498
26.2424315561751,37.999888092951,15.822465456254,80.0647851053802
99.957393990412,99.8736292115953,99.6622836175759,299.493306819583
88.74417645677,53.2112492096763,52.2663814726915,194.221807139138
84.3215102212658,98.617430009787,93.9937966624398,276.932736893493
50.815576429829,90.9903112044102,58.3034064668363,200.109294101076
10.1403066207909,13.5554344582441,10.160318671805,33.85605975084
79.7849193901936,15.2100274207463,46.4482574852012,141.443204296141
41.890931713605,46.0076485768471,10.6436678638001,98.5422481542522
31.1463570989313,16.1368430527039,12.3439785376256,59.6271786892608
37.9823693774131,22.4120498776669,61.7807245259431,122.175143781023
60.2759433145404,35.9671369433588,93.0827890085523,189.325869266452
93.91948935203,97.2035273021974,98.7443191408915,289.867335795119
18.5338106724517,14.4369240557903,12.2906810789479,45.2614158071898
60.1068901124808,25.179226687874,12.3843893752235,97.6705061755783
96.6084144527985,87.5913143864665,53.0524832356654,237.25221207493
15.5472016096597,39.8473576700447,37.14155249015,92.5361117698544
10.623458882709,80.2131438023167,31.175498700967,122.012101385993
99.3283708153331,38.3951319327632,81.9289048539513,219.652407602048
94.3342048327068,69.9239861482799,14.9558357997456,179.214026780732
15.2044521031987,88.8823945370751,13.530547916011,117.617394556285
24.8810067356016,89.0306190621194,67.5935179471838,181.505143744905
54.6858372705972,16.2123619114786,20.0015823785216,90.8997815605973
75.7099101381484,86.0309274103689,88.4999397853782,250.240777333896
24.1723258315579,12.5699058007279,12.036288414415,48.7785200467007
41.2765778113705,55.2823015360219,67.7593178823681,164.31819722976
47.4130884146669,15.6968929506499,28.994155828462,92.1041371937787
