Inlet1,Inlet2,Inlet3,Outlet
48.1570824857504,8.78367144306904,43.0592460711805,100
28.7138716565945,27.7713002189903,21.7982062114918,78.2833780870766
10.1585273786894,13.3851766530158,26.4562959682948,50
9.89893156949807,40.1540448594582,46.2467783833888,96.2997548123451
31.1319107043289,4.38460475907149,40.4335914470263,75.9501069104267
49.5973535056483,14.7701931932198,8.90416217285915,73.2717088717272
6.77947947725629,25.6111194069859,21.9372713511259,54.3278702353682
26.1056244472074,28.835159811056,45.0592157417367,100
44.409154026769,0.998891103048492,29.1118966217401,74.5199417515577
9.31306479139655,10.1249905637578,48.9552497214999,68.3933050766542
16.0393234179859,24.2946305054137,43.6569908193306,83.9909447427301
2.70266477888747,49.8877100152543,20.1522812702551,72.7426560643968
15.4417077994013,15.3714344469933,19.1868577536053,50
35.3578016716626,8.51590675012381,6.12629157821359,50
21.9689964399353,10.6783866402049,46.37167658316,79.0190596633002
25.848377845463,12.1333481614829,43.5141216195636,81.4958476265096
15.4902345301867,12.8028816750968,49.755156417786,78.0482726230695
17.0305064604482,22.6917209412784,17.3460248268523,57.068252228579
30.0720948990764,4.97979031133319,29.3931340344162,64.4450192448257
15.2285440691352,7.54915874567628,48.9759739443888,71.7536767592002
36.9572180771781,16.0829971840102,6.23257974244586,59.2727950036342
46.6992236785559,28.808989310873,24.4917870105712,100
14.8615616612736,10.3036180938866,24.8348202448397,50
34.7140311801647,7.88217702210929,38.2856415098229,80.8818497120969
4.0615283673502,28.118644859076,17.8198267735738,50
8.54589070399331,1.01285517478725,42.4990529861629,52.0577988649435
22.8864906441269,12.697200959513,45.9039830092868,81.4876746129268
5.67818181958595,33.7482285564541,10.57358962396,50
48.0023000978816,13.3436082024799,15.7357599225384,77.0816682228999
4.40243319384766,48.8268825346269,46.7706842715255,100
25.4745767836394,21.0571282351065,5.23813897905532,51.7698439978012
38.2227567762016,24.817902084591,36.9593411392074,100
33.6855947063721,30.9512601621097,35.3631451315183,100
46.9496696180124,1.0058860861218,13.7349841935595,61.6905398976937
8.75398035319719,37.9330182028945,49.1076303766381,95.7946289327298
43.8183510003879,3.83806368053701,43.319231687705,90.97564636863
45.6974279988621,37.2071638411187,4.33409113001806,87.2386829699989
5.06101202345984,27.3570741797451,47.6928815859881,80.110967789193
4.87923674110914,30.7271189799503,14.3936442789406,50
5.60618355283,37.1138371086005,40.7034285161184,83.4234491775489
9.21050920962526,19.7275689505979,21.0619218397768,50
25.7895240318442,16.7718411672617,26.7404117207545,69.3017769198604
8.39958563296523,49.9775612120325,31.9319184012159,90.3090652462136
38.9478016965015,5.91770303626892,38.0828171871626,82.948321919933
42.0910504232236,36.3062943825161,12.1344180898498,90.5317628955895
5.27123933208535,35.6088637555288,9.11989691238583,50
23.9231238835714,44.0148258478631,28.4358359961195,96.373785727554
41.5525255805834,26.0972118535115,0.558619539160308,68.2083569732552
29.9445295953835,6.44980775610226,13.6056626485142,50
46.869177928521,3.42423794884779,6.4258595372641,56.7192754146329
34.8334819377084,16.9223399035368,29.8289010017453,81.5847228429904
32.8623181822513,25.6462837326292,34.2237141892681,92.7323161041485
20.8797874935843,16.6612551067713,47.3341668364697,84.8752094368252
29.6323921249264,46.731859172473,1.01103039065181,77.3752816880513
35.1485741103632,29.8023752834916,35.0490506061452,100
21.0970800218759,14.7400872308264,14.1628327472977,50
25.8265231414927,26.9069857446735,21.5643547870101,74.2978636731764
6.49990803551404,8.06481294015437,35.4352790243316,50
43.3896475653743,9.60483483564262,4.61312747983095,57.6076098808479
7.83363909852265,22.7768020414601,19.3895588600172,50
39.2520390802044,43.1549088807286,12.5887859939285,94.9957339548615
49.5664172975216,44.627157093222,4.56660642299359,98.7601808137372
43.7923493058599,13.2474434726459,16.9002371771811,73.9400299556868
7.88624721080574,38.30300296581,6.30466604885876,52.4939162254745
8.28140184130328,41.3600844437289,48.5815460644296,98.2230323494618
7.84106174028847,30.7792359800476,11.3797022796639,50
32.9788354998036,31.7352473483038,28.0424410086976,92.756523856805
10.2757961245236,17.857247137378,34.2523818766393,62.3854251385409
25.4839220812766,36.3046954458427,38.2113824728808,100
14.369616776827,0.371514567007066,46.0600160880454,60.8011474318795
36.1509707925687,27.4262395533325,12.5289352649467,76.106145610848
22.3636498743646,17.7123901923994,40.1567738197975,80.2328138865615
30.667889135527,34.3563656762285,24.3986319036297,89.4228867153852
45.4264118344336,28.7199187673015,25.8536693982649,100
6.66253868296884,43.0633101520641,3.75412712727504,53.4799759623079
19.7527732749009,7.3494036245525,42.0764745816612,69.1786514811146
23.0511693467972,48.6044254124624,23.2649643219795,94.9205590812391
30.0182434048353,12.7498298028251,23.1746985097254,65.9427717173859
12.4979761966099,23.3809066560886,29.3094040488081,65.1882869015066
13.4725290851059,29.8108398071608,46.8801357568978,90.1635046491645
35.6073789277609,6.7930244857295,31.9983862474467,74.398789660937
22.110906348552,23.1611046054429,34.9369168815671,80.208927835562
11.0121168634027,25.059445434985,36.6478525063239,72.7194148047116
46.9855044965812,20.5531597498792,18.5628531004052,86.1015173468656
41.6469963860273,12.9507084631591,14.1542458634085,68.7519507125948
14.2602253851511,49.0398548499985,3.51779427132711,66.8178745064767
42.7178019495234,17.0978741986919,13.7533520671028,73.5690282153181
6.12285834871361,38.8357065040393,44.4972407962296,89.4558056489825
24.0882635047912,26.2885896316857,28.6806783784713,79.0575315149482
22.4407649963446,11.4649423328773,38.572647349109,72.4783546783309
18.8260188099347,41.1974311257868,6.26804277044581,66.2914927061673
18.7956205322678,42.3084734827303,26.8302291232987,87.9343231382968
34.1869995234902,44.0234282023178,21.789572274192,100
13.6079791238065,24.3403705311602,19.6848317876863,57.633181442653
48.0521398931629,48.265837521321,1.71969208285719,98.0376694973411
40.5175849157716,6.44196064138106,25.0033799733413,71.962925530494
15.4830642423759,14.9944989211178,19.5224368365063,50
44.3933765049724,35.8380653509267,2.30197310254975,82.5334149584489
32.7674773098526,11.8072548998306,32.6650089668796,77.2397411765628
19.4695476065387,40.6228870137465,39.9075653797148,100
12.2280918280921,31.4089809312127,34.7546575629889,78.3917303222937
19.3579875428556,20.2206759177185,39.8892343763691,79.4678978369432
6.78888761888736,38.7063754165043,9.118116517818,54.6133795532097
18.4634595439264,43.2872692475135,17.183842117107,78.9345709085469
34.9188687974247,40.9865396750496,24.0945915275258,100
24.8277835659574,35.9544029216966,27.8600785116796,88.6422649993337
36.3406558783688,1.68078480767506,37.5544149433224,75.5758556293662
30.698984487586,12.9402957487652,24.9014178566265,68.5406980929777
22.5565437783951,34.5027256104067,42.9407306111982,100
8.17270046585214,15.7843432279405,38.809265216893,62.7663089106856
17.3704240807833,43.8870265884297,1.32643323624105,62.583883905454
47.2109453589763,33.0484713980047,15.9437070365454,96.2031237935264
48.557522994298,35.5746267278647,15.8678502778374,100
19.891041919689,37.2760881751169,35.8319626278562,92.9990927226621
34.0685138869621,35.1173949218625,30.8140911911753,100
10.448871804287,22.4283913695528,33.7411842183211,66.618447392161
45.5439232257119,29.3910402510792,25.0650365232089,100
18.2301442372072,26.0867024385706,5.68315332422225,50
43.1785407024414,16.1145273914382,19.9879230343889,79.2809911282685
33.8307359289662,8.36995796799328,25.1175605704485,67.3182544674081
18.1803255490343,26.8620950013585,23.2137324663472,68.25615301674
44.301053969764,26.6007007652455,17.1928495920852,88.0946043270946
37.1526666993864,19.5418266430265,28.8312000874239,85.5256934298368
33.5099577419143,36.4138944701516,15.0372058136373,84.9610580257033
25.6092169706069,36.7568736882654,4.57261397968579,66.938704638558
19.9035342922766,30.0048505481018,49.7076276229678,99.6160124633462
19.2488300710798,16.8115331604527,13.9396367684674,50
15.6404518503104,14.4615469854928,19.8980011641968,50
7.30158540808248,32.0237187955019,23.5635533274953,62.8888575310796
9.69391770711818,17.0635624103077,23.2425198825741,50
7.3398198389933,45.6192435469225,44.7717428349315,97.7308062208473
24.8553156179312,36.788811666957,38.3558727151118,100
0.584125858294957,34.7912871433859,38.3220866228979,73.6974996245787
