feed_pressure,feed_molarflow,feed_n_hexane,feed_isopentane,reflux_ratio,rebolier_temp,top_pressure
180697.162378998,1427.41468338367,0.434324406653823,0.325675593346177,0.926456924237132,369.744861686661,154682.443884345
211755.032852921,1407.87913351279,0.420699555513705,0.339300444486295,0.709565663359293,361.726135984682,178243.169829181
178455.72732557,1583.81391965283,0.522088515065854,0.237911484934146,0.743964996646041,365.07930703852,162979.659821408
178796.797256415,1322.80401946763,0.454145194651184,0.305854805348816,0.871861389432314,367.153627276673,175909.662730944
209087.524295274,1536.88739541545,0.391005828332672,0.368994171667328,0.794743137630382,361.320717567296,162357.161906401
210208.217354165,1590.15608454906,0.415089060358493,0.344910939641507,0.8250597085867,368.182670500525,144416.506940933
185364.724924876,1647.00873291065,0.502971986319963,0.257028013680037,0.806087098485799,363.300328150745,177541.458329838
186013.736528416,1298.17403846631,0.518226337794057,0.241773662205943,0.702702131850971,361.096741557265,169052.552131651
206844.363771484,1411.61616891246,0.53183636622949,0.22816363377051,0.946646037273667,366.008030127151,145107.438845318
201461.000203332,1345.75756438806,0.479606223503021,0.280393776496979,0.946840260762075,367.762588572427,145542.205375093
203781.709545609,1347.59421124186,0.533672289938992,0.226327710061008,0.787495634772482,363.672377337753,195718.538253829
205167.912852067,1620.09657361944,0.503007447128078,0.256992552871922,0.781429686482467,364.101773931034,149951.299383168
199108.70774895,1398.18928666288,0.399299215579178,0.360700784420822,0.855835857068995,365.796080434962,164864.910561585
194236.470855254,1511.56027712348,0.419330073668469,0.340669926331531,0.788597226347597,368.891337752095,141080.377849362
181059.61409658,1263.60554718943,0.522474324700538,0.237525675299462,0.718757111886182,361.244543416073,145769.021257683
208984.484950807,1339.30250280713,0.5164277490249,0.2435722509751,0.712228766127091,366.748527100009,172963.616100536
203124.542633273,1320.84879035226,0.489483994169923,0.270516005830077,0.715946472046207,361.282367440393,198015.60527124
202955.380540409,1482.88207413665,0.463150553051612,0.296849446948388,0.837147973116968,367.419595620463,186628.164012957
213832.92747856,1503.23639005505,0.398450154192618,0.361549845807382,0.892844511057495,363.318390329701,148461.404180801
208675.95356658,1636.99146428184,0.523138037029196,0.236861962970804,0.743120171604553,361.17816600654,161245.4877128
194321.404552492,1420.64295327757,0.407303978185245,0.352696021814755,0.785577046023892,362.523205873938,165930.986909597
205384.696760784,1596.70045908866,0.393646116038669,0.366353883961331,0.917567780383301,364.799828822402,193811.382067043
198408.813695196,1371.45018426773,0.469649917292853,0.290350082707147,0.704975307809078,365.586115978717,179051.094398207
201762.163222184,1443.41939311015,0.476562482119562,0.283437517880438,0.745422608216319,362.356150328979,146066.148688163
208330.006749252,1600.88295882597,0.454784365121194,0.305215634878806,0.714571303267187,360.863411808016,168114.621458139
213786.523179405,1384.84598787731,0.470837085594496,0.289162914405504,0.917027834928338,361.531323524558,183546.961356203
203038.501665647,1368.63823955159,0.435778086465942,0.324221913534058,0.917362229844013,366.335083717796,163066.339684736
209709.697391211,1363.62371318072,0.456150909757218,0.303849090242782,0.843373405238313,361.104907901093,188496.454794663
222520.73099138,1418.34813992055,0.431494979353485,0.328505020646515,0.81057870584727,362.623428211655,146496.474268281
213420.631110963,1589.44304930445,0.406577737877826,0.353422262122174,0.886774849314197,369.566010365309,159640.272285366
217846.381680715,1440.36218776468,0.494561187557532,0.265438812442468,0.801719078794967,365.707677418606,176256.420317484
175208.64750442,1629.39051900685,0.421199770228944,0.338800229771056,0.724986225463133,369.933569527188,196377.635590524
217316.013561162,1639.94527214591,0.476670439716836,0.283329560283164,0.752416710804589,364.635000437806,190266.863131082
183792.888231699,1611.32828112149,0.434725058118247,0.325274941881753,0.832367578415155,369.160630204276,171261.806092885
221519.708513216,1548.48093609308,0.479340166040316,0.280659833959684,0.786230617032122,369.836815488485,154560.677837879
208358.740631223,1457.37025255686,0.519916272838988,0.240083727161012,0.830800768473316,369.755569394811,177478.206657065
197391.963413265,1364.91773851948,0.459561689031069,0.300438310968931,0.730061586264067,363.482018436274,192943.584929089
206329.469569119,1344.62075176699,0.401991180758833,0.358008819241167,0.714104882722293,364.533843846642,144778.1645147
181369.782219137,1284.28318027205,0.467221108385017,0.292778891614983,0.929885499738373,365.65055945242,167784.745446027
206398.297804848,1469.5411364259,0.401176201183732,0.358823798816268,0.886967029662451,369.081790827795,163216.180032118
201057.14072884,1641.55898687371,0.459682668339691,0.300317331660309,0.760954499599658,369.878114659036,145376.237569594
