column1_condenser_duty,column1_reboiler_duty,column2_condenser_duty,column2_reboiler_duty,cooler_duty,top1_molarflow,top1_benzene_frac,top1_ethanol_frac,top1_pxylene_frac,top2_molarflow,top2_benzene_frac,top2_ethanol_frac,top2_pxylene_frac,bottom1_molarflow,bottom1_benzene_frac,bottom1_ethanol_frac,bottom1_pxylene_frac,bottom2_molarflow,bottom2_benzene_frac,bottom2_pxylene_frac,recycle_stream_molar_flow,recycle_stream_benzene_frac,recycle_stream_pxylene_mole_frac
1497.830464173,-3647.5050122391,449.15917852598,-562.42491330949,1064.9869281108,25.816888113042,0.45476414600852,0.54477909048058,0.00045676351090252,2.6162631349078,0.9999923069239,1.9314502428147e-17,7.6933080067001e-06,70.030700834629,0.15811911738324,7.2142531692624e-19,0.84188088261676,67.414437699721,0.12544715782003,0.87455284217886,67.414437699721,0.12544715782003,0.87455284217886
1725.9154150113,-3826.6723384643,2023.7913364929,-2512.0711442716,1168.48267108991,23.181485019485,0.40637832344482,0.59265121864957,0.00097045790560285,11.08892607809,0.99999857642372,4.3045027144853e-18,1.4240309497347e-06,70.964991677811,0.16761039075425,6.7242057478882e-19,0.83238960924575,59.876065599721,0.013453784550836,0.98654621550532,59.876065599721,0.013453784550836,0.98654621550532
1756.4559711972,-3566.6747390246,1664.6622284839,-2069.1710353065,881.847602120385,21.312651368916,0.25530734323226,0.74031442187026,0.0043782348974788,9.8453344536305,0.98679101274814,0.013207576105272,1.4111465838128e-06,77.543736996333,0.23901860809059,0.0016768988589216,0.75930449305048,67.698402542701,0.13027055580966,0.86972944419023,67.698402542701,0.13027055580966,0.86972944419023
1731.3603683725,-3891.9133121178,1714.566540242,-2105.8897590859,1130.30909990352,25.029112506147,0.42380605462232,0.57542975715089,0.00076418822678497,9.1369012689267,0.99999834683396,6.1738993499212e-18,1.6530439024889e-06,71.634111227216,0.1754136057071,7.874341982391e-19,0.8245863942929,62.497209958289,0.054861834419674,0.94513816590709,62.497209958289,0.054861834419674,0.94513816590709
1577.4621402141,-3267.96352634,1173.3493655091,-1455.1190328986,938.081065864301,17.715673175927,0.38318736924722,0.61562570035576,0.0011869303970213,6.7933289070999,0.99999735002436,1.8749690997188e-17,2.6505891245038e-06,72.951907777559,0.19009475614403,1.74699554115e-18,0.80990524385597,66.158578870459,0.10693192524403,0.89306807475238,66.158578870459,0.10693192524403,0.89306807475238
1319.7914778904,-2797.3702124144,2804.6777530135,-3441.978516735,903.2464336742,13.79958781709,0.08909554796608,0.90091205611339,0.0099923959205298,14.746305220528,0.98669648966815,0.013302788361815,7.219700321406e-07,75.868560455365,0.22234553241459,0.0025856161800128,0.7750688514054,61.122255234838,0.037938846699904,0.96206115330009,61.122255234838,0.037938846699904,0.96206115330009
1185.8007213244,-2928.1247907813,1667.6721144211,-2076.9965885248,919.239242471179,18.897700158902,0.20305055491481,0.78898497523558,0.0079644698496102,9.8138706551858,0.99999825859708,5.4121602493149e-17,1.7409365458772e-06,73.344635580783,0.1987008774202,7.2437676894307e-18,0.8012991225798,63.530764925597,0.074921022585172,0.92507897743816,63.530764925597,0.074921022585172,0.92507897743816
1203.9817542986,-2901.672028729,2526.1767931301,-3197.3165280337,1118.44641530332,15.265702126306,0.075725806620286,0.91178161487244,0.012492578507278,14.090459916608,0.94671845231018,0.05328076349202,7.8419779719809e-07,74.962265820634,0.20608295109336,0.010015044957526,0.78390200394912,60.871805904026,0.034642418194322,0.96535758180566,60.871805904026,0.034642418194322,0.96535758180566
1695.4342859946,-3809.1349645443,1778.2661332035,-2230.5266086286,1056.52677606413,24.59824550638,0.20223510105366,0.79043358211497,0.0073313168313714,10.480654888174,0.97264083262253,0.027357878166084,1.2892113838007e-06,76.300701060631,0.22810496095096,0.003757874771182,0.76813716427786,65.820046172457,0.10955105561929,0.89044894438059,65.820046172457,0.10955105561929,0.89044894438059
1557.5435511899,-3330.8246062543,2207.8864718678,-2727.501412698,965.929276350211,19.984582766271,0.11824436718801,0.87136782343379,0.010387809378194,10.626527938943,0.93931392155246,0.060685261034498,8.1741307074526e-07,72.922633186363,0.18657811388943,0.0088432574872719,0.8045786286233,62.29610524742,0.058175735298411,0.94182426470154,62.29610524742,0.058175735298411,0.94182426470154
1311.6809446999,-3320.6577828579,2394.3981575998,-2936.3069081434,1119.00063057687,20.703330057187,0.23795073230373,0.7557645494191,0.0062847182771655,13.185344811769,0.99999904987799,3.8608093691744e-17,9.5002636657443e-07,76.144040391264,0.22715009545531,6.6852574229992e-18,0.77284990454469,62.958695579495,0.06529350268018,0.93470649768562,62.958695579495,0.06529350268018,0.93470649768562
2206.0992633674,-4170.4879446265,1745.9181831519,-2133.5257031432,906.191390350263,25.233392242062,0.37566935310401,0.62301366529982,0.0013169815961637,9.0946639218613,0.99999845307074,5.5067921083406e-18,1.5473331705473e-06,71.921935763076,0.17875023244568,6.9615669543701e-19,0.82124976755432,62.827271841215,0.059869110627736,0.94013088927222,62.827271841215,0.059869110627736,0.94013088927222
739.83438016971,-2299.3742245825,1417.2572215338,-1836.8160028167,1099.78329188668,11.487918423501,0.10781462478793,0.87928329442322,0.012902080788853,9.0456472987464,0.97275448656164,0.02724305449527,2.4589430877282e-06,71.061610167604,0.16946425053993,0.0034678508089813,0.82706789865109,62.015962868858,0.052296350253603,0.94770364974636,62.015962868858,0.052296350253603,0.94770364974636
1124.5933391245,-2605.2389394669,1603.2732732997,-2023.9560284732,857.228779418274,14.336505549957,0.24818905985308,0.74697476141756,0.0048361787293688,10.269167437391,0.98938602369727,0.010612322046843,1.6542558920196e-06,77.353897398823,0.23759468415242,0.0014088457811295,0.76099647006645,67.084729961432,0.12251229285108,0.87748770714884,67.084729961432,0.12251229285108,0.87748770714884
2666.1460580651,-4981.09560566,445.28795797855,-567.46387068926,1014.90410086106,30.182803429763,0.34494403667654,0.65320030923809,0.0018556540853667,2.8392677281563,0.99999121509997,8.3814905167618e-18,8.7848612560248e-06,70.228531411069,0.16090532652295,3.3918073742332e-19,0.83909467347706,67.389263682913,0.12555266993099,0.87444733007584,67.389263682913,0.12555266993099,0.87444733007584
794.07105017421,-2147.4929768084,1949.2987504429,-2469.6866924782,942.675217648507,11.604665535019,0.077427754658088,0.90853665058999,0.014035594751919,10.061634730009,0.9272214646795,0.072777473288251,1.0620322510429e-06,71.015319007262,0.16272073892665,0.010311301322556,0.82696795975079,60.953684277252,0.036524477871052,0.96347552212892,60.953684277252,0.036524477871052,0.96347552212892
1093.4799921605,-2749.6408000416,2193.4751552444,-2710.813116773,1188.14193489858,11.703186742719,0.17672144117898,0.81672344401234,0.0065551148086801,11.807579372609,0.99999878403252,1.6392972299981e-17,1.2158857996545e-06,71.606740027152,0.17523919075595,2.7024989740656e-18,0.82476080924405,59.799160654543,0.012387166453808,0.98761283339061,59.799160654543,0.012387166453808,0.98761283339061
