feed_molarflow,feed_ethanol,feed_benzene,makeup_molarflow,column1_refluxratio,column1_reboiler_temp,column2_refluxratio,column2_reboiler_temp,cooler_outlettemp,column1_condenser_duty,column1_reboiler_duty,column2_condenser_duty,column2_reboiler_duty,cooler_duty,top1_molarflow,top1_benzene_frac,top1_ethanol_frac,top1_pxylene_frac,top2_molarflow,top2_benzene_frac,top2_ethanol_frac,top2_pxylene_frac,bottom1_molarflow,bottom1_benzene_frac,bottom1_ethanol_frac,bottom1_pxylene_frac,bottom2_molarflow,bottom2_benzene_frac,bottom2_ethanol_frac,bottom2_pxylene_frac,recycle_stream_molar_flow,recycle_stream_benzene_frac,recycle_stream_ethanol_frac,recycle_stream_pxylene_mole_frac,solved,dwsim_time
28.25673307225429,0.598432473627134,0.4015675263728659,0.06827141261005466,1.79922,392.735,5.48466,408.197,324.03622469848005,1263.3409040877,-3096.7546344039997,1768.6731952692999,-2240.167074827,1064.4085178803543,18.070008797982,0.055870782981176,0.9290861080765,0.015043108942324,10.464328311643,0.98842057150828,0.011577668285802,1.7602059165011e-06,70.700522562985,0.16972452191836,0.0017136015072343,0.8285618765744,60.236194251342006,0.027499330622128,4.1273500868806e-15,0.97250066937787,60.236194251342006,0.027499330622128,4.1273500868806e-15,0.97250066937787,True,3.9586825370788574
28.386585422980527,0.5067323485430812,0.4932676514569187,0.09540914754316157,2.01223,389.155,6.69492,407.456,337.12744789228884,1208.3195557295,-2755.9701562811,2712.4633732672,-3296.577988695,905.2318938214189,15.455558968628,0.071933711283411,0.91526041584145,0.012805872875142,13.132557120709,0.98183528979206,0.018164000173358,7.1003457775328e-07,73.956353418568,0.20224121939423,0.0032254128116274,0.79453336779414,60.823796297858,0.033917893925875,4.9522297136277e-15,0.96608210607412,60.823796297857996,0.033917893925875,4.9522297136277e-15,0.96608210607412,True,3.758975028991699
24.37943172827986,0.42434050102852816,0.5756594989714718,0.11556183223879249,1.65331,392.198,5.71594,409.388,337.10415522729414,756.47313092099,-2169.0528780335003,2241.2561702191,-2792.441970586,923.9605692697544,11.783241781328,0.10915708018937,0.87795705684002,0.012885862970615,12.748684174989,0.99999879705184,1.409764883368e-16,1.2027674910475e-06,72.737287912324,0.18959280554587,2.4720787521351e-17,0.81040719445413,59.988603737335,0.017366592670345,3.7949548551737e-23,0.98263340714858,59.98860373733499,0.017366592670345,3.7949548551737e-23,0.98263340714858,True,4.698708772659302
22.727463295194696,0.5598714863935935,0.4401285136064065,0.10639842452555803,1.82667,394.554,5.86514,402.02,319.2782847564949,1187.4259054723998,-3001.5706691883997,1083.8925965581,-1341.0259807906,1087.6501190855063,16.814192224842003,0.23751374236435,0.75676895368401,0.0057173039516312,6.0084842153519995,0.99999671082428,2.1925007432391e-17,3.2890451677704e-06,70.32334310203001,0.16217366600906,1.8738665461165e-18,0.83782633399094,64.314858886678,0.083901760761778,6.7415219923072e-23,0.91609823928043,64.314858886678,0.083901760761778,6.7415219923072e-23,0.91609823928043,True,3.996516466140747
34.8379388387049,0.48245697053949466,0.5175430294605053,0.10678966423825911,2.24514,389.675,6.05397,399.912,333.5126774838769,2162.2381615721997,-4141.2677515924,1823.1756756034,-2220.3539798805996,897.0793026590421,25.097344197338998,0.32803396781145,0.66970458307472,0.002261449113823,9.7915084037062,0.99999871377714,1.3957413531655e-17,1.2859226433589e-06,75.67776577281799,0.22060876860544,1.8062204786854e-18,0.77939123139456,65.88625736911199,0.10478183421458,0.0,0.89521816579395,65.88625736911199,0.10478183421458,0.0,0.89521816579395,True,4.5666985511779785
33.21682243902668,0.5972989307842276,0.4027010692157724,0.11986239490748533,1.75311,393.682,5.60745,408.564,330.78624767414914,1548.0952093833998,-3523.6717778324,1853.3033416505,-2322.0166143715,989.614202462743,22.743508775639,0.11582712996471,0.87235319416199,0.011819675873301,10.745870503085,0.99999832243829,1.5003633554372e-17,1.6795642176356e-06,70.933460864864,0.17215582297879,2.2756111825072e-18,0.82784417702121,60.187590361779,0.024353123865981,5.14335e-25,0.97564687588497,60.187590361778994,0.024353123865981,5.14335e-25,0.97564687588497,True,4.532674551010132
29.72420352218706,0.5769518988177222,0.42304810118227776,0.058935443627053496,2.38933,391.735,5.31695,395.6,339.23125765328876,2374.7836196922,-4290.5755890881,629.08066125023,-787.44634097764,789.665000720586,25.927253846899998,0.33658139223226,0.66144435372377,0.0019742540439685,3.846785406015,0.9999953757523,1.4132830615e-10,4.6241063694161e-06,73.102632381945,0.1951524745805,7.4369371069218e-12,0.8048475254195,69.25584697647399,0.15044783141123,1.9962033445676e-19,0.84955216858877,69.25584697647399,0.15044783141123,1.9962033445676e-19,0.84955216858877,True,4.348499536514282
21.143033309929585,0.43352547015707277,0.5664745298429272,0.09013106186899808,2.4127,390.947,5.30967,402.893,331.4532592845634,1046.134602767,-2468.6510950811,1639.1873866181002,-2061.378825719,943.5589720933875,11.183736939315,0.17731413041894,0.81615556030215,0.0065303092789101,10.030953008624,0.99617256966148,0.0038255954568205,1.8348816989923e-06,73.795184780191,0.20065650063087,0.00052001181879825,0.79882348755033,63.764231771567,0.075511351315183,8.8866844186199e-15,0.92448864868481,63.764231771567,0.075511351315183,8.8866844186199e-15,0.92448864868481,True,4.613610506057739
24.91411196734475,0.5770492113121826,0.4229507886878175,0.08993714434018585,2.09007,390.471,5.2318,401.101,330.9637967146118,1423.8391895775,-3101.3683958096003,1207.0766956169,-1550.0705777918001,935.3849110195791,17.580369590336,0.19009410493033,0.80305485907541,0.0068510359942575,7.4573311465242,0.96531112822546,0.034686328441727,2.5433328089218e-06,72.318504533199,0.18285645313362,0.0035767807857111,0.81356676608067,64.86117338667401,0.092894719254396,2.8750040111563e-13,0.90710528074532,64.86117338667401,0.092894719254396,2.8750040111563e-13,0.90710528074532,True,4.7051873207092285
31.704961744446138,0.5113811016821241,0.48861889831787586,0.11168895404146252,1.52805,394.034,5.02323,401.737,327.2801630269539,1484.4003098899,-3553.1755151183,977.34631714095,-1246.3681786296,988.6814473025252,25.431045592712998,0.3602145019672,0.63754037192674,0.0022451261060584,6.3258642938454,0.99999549528122,1.471267133135e-17,4.5049607471127e-06,70.93530693939499,0.16810329531499,1.3116012149725e-18,0.83189670468501,64.60944264555,0.086653325400339,5.1903895433171e-23,0.91334667434313,64.60944264555,0.086653325400339,5.1903895433171e-23,0.91334667434313,True,3.923542022705078
