column1_condenser_duty,column1_reboiler_duty,column2_condenser_duty,column2_reboiler_duty,cooler_duty,top1_molarflow,top1_benzene_frac,top1_ethanol_frac,top1_pxylene_frac,top2_molarflow,top2_benzene_frac,top2_ethanol_frac,top2_pxylene_frac,bottom1_molarflow,bottom1_benzene_frac,bottom1_ethanol_frac,bottom1_pxylene_frac,bottom2_molarflow,bottom2_benzene_frac,bottom2_pxylene_frac,recycle_stream_molar_flow,recycle_stream_benzene_frac,recycle_stream_pxylene_mole_frac
1413.3268160686,-3073.5016411682,1705.5313160216,-2076.2649978117,994.85288636122,15.80356079917,0.12028453206295,0.8705778113291,0.0091376566079491,8.0366157495002,0.97834061625829,0.021657970459331,1.4132823763211e-06,70.129050790039,0.15965765668905,0.002481949841558,0.83786039346939,62.092435040539,0.053695628264395,0.94630437173558,62.092435040539,0.053695628264395,0.94630437173558
773.03517323593,-2001.4960932927,2038.1377383924,-2574.6759511921,897.182587154926,10.29539946024,0.097486047380755,0.89063911054409,0.011874842075155,9.9565276324127,0.90143766558204,0.098561467691245,8.6672671995099e-07,71.55791591468,0.16317728339201,0.013713786434645,0.82310893017334,61.601388282266,0.043853513260245,0.9561464867397,61.601388282266,0.043853513260245,0.9561464867397
1573.8737323905,-3357.4477332072,1970.7535769925,-2457.8084697951,867.646369488465,21.539936832736,0.2111541238574,0.78225406038341,0.0065918157591853,11.17317732016,0.96478288306844,0.035216072275326,1.0446562292953e-06,77.36847132931,0.23569041048798,0.0050857334169812,0.75922385609503,66.195294009151,0.11262608090273,0.88737391909714,66.195294009151,0.11262608090273,0.88737391909714
1685.6371872564,-3661.3747495543,2138.3656282708,-2587.2750753792,1037.950124979,22.776722334485,0.37763385714541,0.62089923855403,0.00146690430056,10.388776190604,0.99999888780282,7.2202199633754e-18,1.1119913696889e-06,71.646141453349,0.17604197938341,1.0463123875788e-18,0.82395802061659,61.257365262745,0.036305249375372,0.96369475047679,61.257365262745,0.036305249375372,0.96369475047679
1028.784046891,-2329.2395380595,2108.1631460201,-2576.3020345318,853.267053522112,10.991679303438,0.20940148346268,0.78520466603572,0.0053938505015984,10.644301318318,0.97205640454151,0.027942656775855,9.386826342061e-07,75.396690766693,0.2147115183845,0.0039448688707077,0.7813436127448,64.752389448374,0.090215615780469,0.90978438421948,64.752389448374,0.090215615780469,0.90978438421948
1113.7910594437,-2611.9869556351,1616.3376233723,-2016.7826070999,933.340372082951,13.346557233983,0.2722294283049,0.72393639730336,0.0038341743917419,9.4919626678487,0.99999809822036,4.1379435933228e-17,1.901987558521e-06,72.741719632806,0.1882684953308,5.3977400418416e-18,0.8117315046692,63.249756964957,0.066451314446177,0.93354868522751,63.249756964957,0.066451314446177,0.93354868522751
978.07582239311,-2458.2847011299,2370.8950155123,-2924.9857971283,925.374798103435,14.102982311518,0.10189370538526,0.8856671553342,0.012439139280541,11.783748110163,0.95617155754914,0.043827642122622,8.0032823873571e-07,73.590341511605,0.19504672273219,0.0070179575801448,0.79793531968766,61.806593401442,0.049934319017941,0.95006568098203,61.806593401442,0.049934319017941,0.95006568098203
1893.8992306516,-4034.5869647328,1473.9406002139,-1786.76114349,1006.50888243862,26.234515818706,0.27968676282007,0.71624313918026,0.00407009799967,7.471455865849,0.99999822594239,1.2187237196889e-17,1.773650739046e-06,72.149014245503,0.18500168962021,1.2621242062338e-18,0.81499831037979,64.677558379654,0.090854495360629,0.90914550428692,64.677558379654,0.090854495360629,0.90914550428692
1035.5634261252,-2841.6027270772,1896.0738972623,-2467.5236377364,1133.96799329258,16.697998498834,0.03723121983319,0.94485797586455,0.017910804302263,12.131548929598,0.96857212154227,0.031426308718649,1.569739078827e-06,71.771209963152,0.17926306818634,0.0053120158081921,0.81542491600547,59.639661033554,0.018706464821766,0.98129353517823,59.639661033554,0.018706464821766,0.98129353517823
1919.106539801,-3703.5325645456,2581.9120157453,-3076.8777403198,910.393667647921,20.041563460609,0.22625792671299,0.76902691607744,0.004715157209569,12.113966032288,0.99167902587946,0.0083202897548866,6.8436313020647e-07,77.78841378247,0.24271013624697,0.0012957161864909,0.75599414756654,65.674447750183,0.10455924195439,0.89544075804607,65.674447750183,0.10455924195439,0.89544075804607
