feed_molarflow,feed_ethanol,feed_benzene,makeup_molarflow,column1_refluxratio,column1_reboiler_temp,column2_refluxratio,column2_reboiler_temp,cooler_outlettemp
28.4269266599471,0.494759809722175,0.505240190277825,0.0507638335865102,1.55362,394.913,5.5817,397.912,319.338773764086
34.2488282503763,0.401138843246568,0.598861156753432,0.0907197084719591,1.96576,394.077,5.93386,409.855,316.891841491862
31.0663257060448,0.512068801804307,0.487931198195693,0.104445588418651,2.13384,387.261,5.48517,397.457,333.277346366518
34.1510887256367,0.421728755028107,0.578271244971893,0.0917965411058878,1.83436,393.401,6.10121,405.108,317.519179976312
24.4996496510456,0.445158353753787,0.554841646246213,0.118700850834793,2.33959,392.156,5.61569,399.7,330.318208165616
28.4050503642729,0.444582278479679,0.555417721520321,0.0633210246889152,2.46201,387.989,6.17005,406.997,337.0446199094
28.5552466604226,0.522145778293897,0.477854221706103,0.0789370339303161,1.6204,391.442,5.52498,402.955,333.214461958689
29.161863134519,0.503045259227777,0.496954740772223,0.0909609750960084,2.03002,385.168,5.7762,407.373,319.251632212825
34.883060289974,0.565604268233458,0.434395731766542,0.0544534123143087,1.77973,386.893,5.49107,399.443,320.160122849211
30.3952333162216,0.59413250167597,0.40586749832403,0.0736760673186801,2.00731,387.173,6.68537,404.746,330.34637586338
33.7556388876232,0.463532714170667,0.536467285829333,0.0884922285549329,1.63893,389.161,5.90428,403.977,317.536842071462
34.2993432821329,0.458339626486785,0.541660373513215,0.104423971181977,2.29403,393.115,6.24163,404.562,335.592026511423
20.3808307817023,0.507710697891528,0.492289302108471,0.0667892447822613,1.65847,391.624,5.07065,405.39,319.757818457877
24.535373890822,0.440913905483993,0.559086094516007,0.0625596629034924,2.03016,387.522,5.06707,398.191,335.533976221071
32.9708797585946,0.59796452743589,0.40203547256411,0.0897563897545804,2.30682,394.666,5.09894,397.902,323.23676628185
21.4991493855095,0.524463743517773,0.475536256482227,0.0504675524492487,1.76134,388.154,6.22045,407.158,333.8074716954
23.4345599404179,0.40787055556982,0.59212944443018,0.118463565597886,2.40991,393.416,6.03995,409.983,315.241850921959
24.3745878114664,0.52612203119903,0.47387796880097,0.0909288894815519,2.46179,390.903,6.77685,400.834,335.26903333873
23.8057738973439,0.539054697522143,0.460945302477857,0.111884170927199,1.76141,385.405,5.55429,406.639,335.2534301335
23.6656616110402,0.479415487922087,0.520584512077913,0.097710207193249,1.81906,386.607,5.92397,407.387,336.866712567588
30.5856800597345,0.459789277655464,0.540210722344536,0.118431425282127,2.04001,389.908,5.34564,397.933,332.304998549177
32.2501194916759,0.554606335946606,0.445393664053394,0.108182109232274,2.05856,393.434,5.25442,401.747,339.837455193547
34.5326620682724,0.532648984127901,0.467351015872099,0.0917934013132226,1.84006,386.934,6.72614,397.04,325.796672974419
24.5289482397191,0.464057572543981,0.535942427456019,0.110763029991004,1.82594,386.288,5.34162,406.901,333.849904168468
29.3651078859643,0.565582362246042,0.434417637753958,0.0686026018065266,2.17949,393.704,6.73969,401.375,319.794635591017
20.4258882984063,0.585093156611091,0.414906843388909,0.0608977265442643,2.38956,391.487,6.63551,407.709,332.688858731637
34.4547638836022,0.418924624766286,0.581075375233714,0.0908322657274187,2.17279,386.089,6.1229,397.48,328.461487284245
25.9009994264746,0.525002718040152,0.474997281959848,0.089135429474739,2.42601,387.367,6.13014,395.017,316.390877333538
27.2690187641181,0.42418045249662,0.57581954750338,0.10008833280729,1.5662,390.783,6.60633,402.748,336.216128246439
23.8902585317792,0.571312119261044,0.428687880738956,0.0940046799948364,2.27787,388.877,5.13391,397.835,339.863884413035
20.7546481578171,0.539306658863425,0.460693341136575,0.102690513190467,2.26999,392.899,6.89489,406.025,334.016219209702
