feed_molarflow,feed_ethanol,feed_benzene,makeup_molarflow,column1_refluxratio,column1_reboiler_temp,column2_refluxratio,column2_reboiler_temp,cooler_outlettemp
23.6906480190006,0.588092235681716,0.411907764318284,0.0543688294560566,2.30333,393.08,6.87476,405.236,328.375313849474
20.1287414126707,0.50429459122575,0.49570540877425,0.102188450448975,1.93321,386.351,6.54224,406.329,337.228187481233
32.5629149763064,0.529534241061635,0.470465758938365,0.0773900268893026,1.88738,385.621,5.70058,399.143,335.101840112997
33.1339287086685,0.426814751688834,0.573185248311166,0.0825957444420533,1.9427,393.347,6.69236,407.183,326.342479603412
21.576892936581,0.413782835242118,0.586217164757882,0.0614130183614868,2.41717,387.784,6.40904,401.373,337.68810559216
22.7916703571527,0.423929374590154,0.576070625409846,0.112175292869472,2.16328,392.309,5.53651,403.853,332.956439435767
25.7054370934202,0.506001982126441,0.493998017873559,0.0640405804375608,1.78576,387.536,6.49302,405.651,334.27407620985
33.5947195842559,0.559322780407141,0.440677219592859,0.0621465624253421,1.87261,392.584,6.41409,401.308,325.341113278897
28.5259247589152,0.566449186172138,0.433550813827862,0.0615115683200057,1.5958,389.712,5.05457,409.229,318.586992126146
32.0564582300942,0.483936601385881,0.516063398614119,0.055422801868031,2.47492,387.205,6.92006,399.934,332.272169951627
25.7292972835047,0.449883573566528,0.550116426433472,0.0760773441784265,2.20224,392.625,5.10391,402.409,335.824339920199
30.2441591316565,0.492405231387029,0.507594768612971,0.0961718629066472,1.57054,386.479,5.4869,397.912,330.292963863734
30.4666584251543,0.589764080737581,0.410235919262419,0.0667543273298114,2.32706,390.822,5.35196,405.908,327.541147159694
25.9419000739353,0.447926785771101,0.552073214228899,0.0652037103030078,2.18609,393.327,5.06352,395.868,338.941295821081
24.6232848168209,0.517676808111592,0.482323191888408,0.0607095861117773,1.53539,386.301,5.39847,402.964,321.6193429926
31.7555179254335,0.448000606508609,0.551999393491391,0.0612280077841382,1.73698,386.178,6.4526,409.743,315.359825844743
26.8100443416134,0.459971267886749,0.540028732113251,0.0701727135625191,2.13198,388.135,6.08645,398.128,317.074342147759
27.702940106141,0.402275810545845,0.597724189454155,0.101917832011563,2.30813,385.431,6.56318,396.137,328.895911142103
20.3116611296178,0.533806821583493,0.466193178416507,0.10190957601531,2.07099,386.525,5.03532,404.047,315.092857425697
29.3571466197388,0.437754709016575,0.562245290983425,0.0929586540469871,1.86569,390.117,5.07178,404.212,337.773504578881
29.376190265901,0.422038856704923,0.577961143295077,0.114793448010543,1.68529,385.401,5.57642,408.461,338.662865330677
24.4834744363531,0.42945814377813,0.57054185622187,0.0650631127663185,2.05856,390.278,5.11924,403.638,325.400020808611
