input_collector_pressure,input_pump_speed_1,input_source_pressure_1,input_pump_speed_2,input_source_pressure_2,input_pump_speed_3,input_source_pressure_3,input_pump_speed_4,input_source_pressure_4
1.07286084534758,2658.7948804053,0.625428823146358,2789.15495161039,1.11075715563695,2469.73677222396,0.745614605798091,2589.2854416224,0.910866240824157
1.15341959646767,2806.84825783858,1.43395852830738,2605.75069830875,1.49599346119365,2598.06415086691,1.12340857757385,2798.37923138125,0.648485221605005
1.194220137096,2473.89444983028,0.988743407550361,2770.33558564172,0.518207617647096,2977.60295715126,0.65117819051725,2978.4913470669,0.792985891339443
1.20623159033197,2955.80150612145,1.48360277224411,2863.3727030786,1.22096520017061,2964.86018233522,1.37309030593435,2788.06424403573,0.886092968306735
1.21224330465347,2819.37866010961,0.685873192967306,2729.94733142512,1.35007268806286,2956.93710323523,1.34868623032361,2804.45088766812,0.933854099355462
1.48656623204296,2618.66653213816,0.903074951996618,2962.61581505976,1.31279733648051,2640.58924440737,1.48073603625209,2883.0544217586,0.996242468921106
1.25777860718085,2985.81243103109,1.08467361200961,2655.58778711588,0.75723112804025,2903.34476403296,0.94710913162114,2736.43753911271,0.881664755103711
1.12066429566094,2852.80071274113,0.728985936828307,2980.06570840497,0.603606909991901,2736.14037599315,1.10740698103478,2860.05168378409,0.890633461239363
1.15957347995581,2858.10594334413,1.04402119888811,2828.3942222898,0.636387568237794,2709.59249516986,0.760561894606268,2947.29968434879,0.677756977022876
1.46306445596439,2808.29128177171,0.897039446492092,2503.45819983961,0.66229575817396,2473.66525331419,1.35997109127487,2623.18943887128,0.838946358501531
1.44596804169492,2859.26104548908,1.39478163083916,2756.99667686572,1.03179790858826,2951.78827003209,0.942884684580287,2679.74990733063,1.0604671822889
1.20512348808278,2944.90685688241,0.57478943199738,2698.86142258032,1.28757713854569,2854.60284746508,0.895929408589296,2910.39346413762,0.855654912176786
1.15846994574593,2782.336715336,1.33996334761559,2915.74600180692,1.22125243548478,2676.27605436027,0.604035261946088,2549.55029882506,0.714576264490897
1.27317090720147,2502.09534699404,1.29331966822129,2846.82522436427,0.578536605137494,2886.08850072207,0.908830630549711,2476.29325239668,1.46032705813192
1.20724905845159,2939.62760719979,1.29234825095177,2781.28869549844,1.12540012170852,2466.90152707873,0.801171302839239,2703.88895769588,1.13298777225894
1.44184470142184,2955.38302021193,1.08388617899908,2720.51860258601,1.31857740151239,2698.53526513351,1.30806992467724,2865.87104512954,1.24918457908741
1.07375344744729,2952.4821424529,0.706226448166673,2595.33634982936,1.22860457113566,2650.82885765831,0.530628493283411,2943.04024300164,1.21140364366657
1.32976586790442,2856.71243858437,1.47112021904824,2587.57769864127,0.986296570768878,2809.69825030259,0.554851168136737,2784.48348858928,0.893365237057088
1.21830848247809,2647.34161821478,1.22630606629022,2555.15181217286,0.704588351424778,2523.87393388547,1.25968042491535,2502.4703079895,1.12987521616642
1.33936717619864,2515.19319917297,0.710228730287894,2567.01354154893,1.16181452150206,2796.27884799819,1.42770728645917,2755.64709593612,1.15109388302184
1.46018475945829,2679.98275209709,0.936705722949809,2778.13065972579,1.48763343803555,2857.58803800877,1.2230197392761,2851.49616087759,0.636051025140361
1.0874581200212,2706.83042293803,1.44774761051675,2705.24136057,1.36510786350905,2842.75717590361,1.21348966544844,2909.82336077637,1.27581152906487
1.19957385761085,2676.26816882761,0.697587667842264,2892.85050412865,1.28599140281317,2467.84437249509,1.2846844402584,2465.5529100268,1.3170373663473
1.08989582339114,2949.60147114236,1.18722725697877,2482.80228538289,0.849883837010556,2547.83855217193,1.12416260542602,2684.66839394561,0.641661119915785
1.46857021509943,2553.01213813473,0.779764115807754,2963.30311582328,1.391580761312,2948.26222356778,1.3649255136826,2849.26118701538,1.44197791610714
1.28276081961998,2580.12498316418,0.534425397559604,2833.97543761801,0.895769649608487,2673.3816197434,1.08695078912262,2695.24729240888,0.6496503136294
1.06607189142904,2937.38364734231,1.17149948816004,2908.07431871294,1.15043402849552,2528.47067719276,0.80470545902207,2471.88572553579,1.4166104978511
1.17533446191238,2511.78284595934,1.49094961917624,2698.2984636758,1.29387394830151,2934.58030337416,1.38966540928716,2686.29229061111,1.48022037908804
